Item1,Item1Name,Item2,Item2Name,PairCt,ItemCt,Prob,Incumbents,SalaryDiff,Salary1,Salary2,Salary1Min,Salary2Min,Hyperlink
1136,CLERK,7076,PHOTOGRAPHER I,1,888,0.00113,2,2143.64,2617.46,4761.1,2163.82,4046.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=7076' target = '_blank' >View Description</a>
1136,CLERK,8103,COMMUNITY WORKER,1,888,0.00113,382,1152.54,2617.46,3770,2163.82,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8103' target = '_blank' >View Description</a>
1136,CLERK,9179,ELIGIBILITY WORKER II,1,888,0.00113,6469,1653.72,2617.46,4271.18,2163.82,3444.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9179' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2214,INTERMEDIATE TYPIST-CLERK,1413,3585,0.39414,3659,86.36,3478,3564.36,2592,2655.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2214' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1138,INTERMEDIATE CLERK,513,3585,0.1431,2919,0,3478,3478,2592,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1138' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1140,SENIOR CLERK,448,3585,0.12497,875,441.74,3478,3919.74,2592,2920,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1140' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9178,ELIGIBILITY WORKER I,239,3585,0.06667,116,200.18,3478,3678.18,2592,3050.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9178' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9192,PATIENT RESOURCES WORKER,148,3585,0.04128,683,182.28,3478,3660.28,2592,3117.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9192' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9179,ELIGIBILITY WORKER II,85,3585,0.02371,6469,793.18,3478,4271.18,2592,3444.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9179' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2216,SENIOR TYPIST-CLERK,62,3585,0.01729,1111,538.64,3478,4016.64,2592,2991.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2216' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1359,OWNERSHIP CLERK I,47,3585,0.01311,46,138.64,3478,3616.64,2592,2695.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1359' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,578,ACCOUNT CLERK II,46,3585,0.01283,107,338.36,3478,3816.36,2592,2843,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0578' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1174,SUPERVISING CLERK,40,3585,0.01116,193,441.74,3478,3919.74,2592,2920,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1174' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1366,TAX SERVICES CLERK I,30,3585,0.00837,27,138.64,3478,3616.64,2592,2695.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1366' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1613,CHILD SUPPORT OFFICER I,30,3585,0.00837,52,451.28,3478,3929.28,2592,3006.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1613' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2343,PROCUREMENT AID,21,3585,0.00586,64,538.64,3478,4016.64,2592,3072.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2343' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,577,ACCOUNT CLERK I,19,3585,0.0053,35,51.82,3478,3529.82,2592,2630.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0577' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,8995,HUMAN SERVICES AIDE,19,3585,0.0053,279,499,3478,3977,2592,3043,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8995' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,642,ACCOUNTING TECHNICIAN I,16,3585,0.00446,166,568.36,3478,4046.36,2592,3095.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0642' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1415,HEALTH INFORMATION TECHNICIAN TRAINEE,16,3585,0.00446,16,2124.1,3478,5602.1,2592,4509.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1415' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9001,MEDICAL CASE WORKER I,16,3585,0.00446,102,432.18,3478,3910.18,2592,3705.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9001' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,887,ADMINISTRATIVE ASSISTANT I,15,3585,0.00418,34,1020.56,3478,4498.56,2592,3625.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0887' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1331,PAYROLL CLERK I,15,3585,0.00418,70,658.92,3478,4136.92,2592,3080.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1331' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,8103,COMMUNITY WORKER,15,3585,0.00418,382,292,3478,3770,2592,2592,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8103' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9070,CHILDREN'S SOCIAL WORKER TRAINEE,15,3585,0.00418,512,689.46,3478,4167.46,2592,3362.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9070' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1141,PROPERTY CONVEYANCES EXAMINER,13,3585,0.00363,47,814.1,3478,4292.1,2592,3194.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1141' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2545,IT TECHNICAL SUPPORT ANALYST I,11,3585,0.00307,164,2584.46,3478,6062.46,2592,4622.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2545' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1842,DEPARTMENTAL PERSONNEL ASSISTANT,10,3585,0.00279,121,699.64,3478,4177.64,2592,3194.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1842' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9165,G A I N SERVICES WORKER,10,3585,0.00279,994,1499.1,3478,4977.1,2592,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9165' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1132,SHERIFF STATION CLERK I,9,3585,0.00251,44,264.46,3478,3742.46,2592,3102.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1132' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2584,INFORMATION TECHNOLOGY AIDE,9,3585,0.00251,63,899.92,3478,4377.92,2592,3346.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2584' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2745,LAW ENFORCEMENT TECHNICIAN,9,3585,0.00251,454,1342,3478,4820,2592,3678.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2745' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1416,HEALTH INFORMATION ASSOCIATE,8,3585,0.00223,143,2436.82,3478,5914.82,2592,4509.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1416' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2344,PROCUREMENT ASSISTANT I,8,3585,0.00223,106,987.28,3478,4465.28,2592,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2344' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,907,STAFF ASSISTANT I,7,3585,0.00195,168,1132.82,3478,4610.82,2592,3521.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0907' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2329,WAREHOUSE WORKER AID,7,3585,0.00195,126,255.28,3478,3733.28,2592,2857,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2329' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,5104,LICENSED VOCATIONAL NURSE I,7,3585,0.00195,406,598.1,3478,4076.1,2592,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=5104' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,5133,REGISTERED NURSE I,7,3585,0.00195,2882,5640.28,3478,9118.28,2592,6259.08,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=5133' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,8655,DETENTION SERVICES OFFICER,7,3585,0.00195,823,1803,3478,5281,2592,4487.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8655' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,643,ACCOUNTING TECHNICIAN II,6,3585,0.00167,204,1020.56,3478,4498.56,2592,3436.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0643' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2160,LEGAL OFFICE SUPPORT ASSISTANT I,6,3585,0.00167,182,1294.82,3478,4772.82,2592,3362.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2160' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2217,"CUSTODY RECORDS CLERK I, SHERIFF",6,3585,0.00167,38,499,3478,3977,2592,2962,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2217' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,8993,ADOPTIONS ASSISTANT,6,3585,0.00167,107,878.28,3478,4356.28,2592,3241.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8993' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,199,FIRE FIGHTER (56 HOUR),5,3585,0.00139,1423,3672.82,3478,7150.82,2592,4892,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0199' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1216,"WITNESS ASSISTANT I, DA",5,3585,0.00139,28,598.1,3478,4076.1,2592,3035.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1216' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2219,SUPERVISING TYPIST-CLERK,5,3585,0.00139,141,538.64,3478,4016.64,2592,2991.46,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2219' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2331,WAREHOUSE WORKER I,5,3585,0.00139,95,460.82,3478,3938.82,2592,3013.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2331' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,646,ACCOUNTANT I,4,3585,0.00112,78,1259.64,3478,4737.64,2592,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0646' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1663,CONSUMER AFFAIRS REPRESENTATIVE II,4,3585,0.00112,24,1687.1,3478,5165.1,2592,3938.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1663' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1843,SENIOR DEPARTMENTAL PERSONNEL ASST,4,3585,0.00112,134,1961.18,3478,5439.18,2592,4147.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1843' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1960,APPRAISER TRAINEE,4,3585,0.00112,64,293.3,3478,3771.3,2592,3771.3,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1960' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2590,INFORMATION SYSTEMS ANALYST I,4,3585,0.00112,76,3655.28,3478,7133.28,2592,5439.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2590' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,888,ADMINISTRATIVE ASSISTANT II,3,3585,0.00084,199,2320.82,3478,5798.82,2592,4421.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0888' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,904,MANAGEMENT ASSISTANT,3,3585,0.00084,56,1511.46,3478,4989.46,2592,4476.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0904' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1099,INTERMEDIATE BOARD SPECIALIST,3,3585,0.00084,40,1712.56,3478,5190.56,2592,3957.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1099' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1167,INVOICE CLERK,3,3585,0.00084,14,138.64,3478,3616.64,2592,2695.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1167' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1334,PAYROLL CLERK II,3,3585,0.00084,102,1009.46,3478,4487.46,2592,3337.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1334' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1958,APPRAISER ASSISTANT,3,3585,0.00084,11,528.74,3478,4006.74,2592,3065.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1958' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2240,"RECORDS SYSTEM CLERK I, SHERIFF",3,3585,0.00084,16,282.82,3478,3760.82,2592,2801.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2240' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2708,DEPUTY SHERIFF,3,3585,0.00084,7901,3602.64,3478,7080.64,2592,5399.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2708' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2749,CUSTODY ASSISTANT,3,3585,0.00084,1421,1842,3478,5320,2592,4056.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2749' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,4227,CONTRACT MONITOR,3,3585,0.00084,27,987.28,3478,4465.28,2592,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4227' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,5092,CERTIFIED MEDICAL ASSISTANT,3,3585,0.00084,375,528.74,3478,4006.74,2592,3065.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=5092' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9050,SOCIAL WORKER TRAINEE,3,3585,0.00084,142,1499.1,3478,4977.1,2592,3411.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9050' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9193,PATIENT FINANCIAL SERVICES WORKER,3,3585,0.00084,292,1064.92,3478,4542.92,2592,3469.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9193' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9232,PARALEGAL,3,3585,0.00084,162,2422.28,3478,5900.28,2592,4260.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9232' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,675,ACCOUNTANT-AUDITOR,2,3585,0.00056,24,2306.64,3478,5784.64,2592,4916,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0675' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,735,INVENTORY CONTROL ASSISTANT I,2,3585,0.00056,18,460.82,3478,3938.82,2592,2934,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0735' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,886,ADMINISTRATIVE AID,2,3585,0.00056,21,273.64,3478,3751.64,2592,3370.64,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0886' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,895,ADMINISTRATIVE INTERN I,2,3585,0.00056,21,1511.46,3478,4989.46,2592,4476.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0895' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1153,HEALTHCARE INTERPRETER,2,3585,0.00056,21,867.46,3478,4345.46,2592,4116.56,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1153' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1176,INTERMEDIATE SUPERVISING CLERK,2,3585,0.00056,56,867.46,3478,4345.46,2592,3233.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1176' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1228,"OPERATIONS ASSISTANT I, SHERIFF",2,3585,0.00056,146,1110.1,3478,4588.1,2592,3503.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1228' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1480,DEPUTY PUBLIC CONSERVATOR/ADMR I,2,3585,0.00056,13,1777,3478,5255,2592,4006.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1480' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,1746,STATISTICAL ANALYST AID,2,3585,0.00056,2,932.36,3478,4410.36,2592,3555.74,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=1746' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2238,"COURT RECORDS SYSTEM CLERK I, SHERIFF",2,3585,0.00056,25,384.74,3478,3862.74,2592,2878,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2238' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2239,"COURT RECORD SYSTEM CLERK II, SHERIFF",2,3585,0.00056,82,943.18,3478,4421.18,2592,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2239' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2490,COMPUTER SYSTEM OPERATOR,2,3585,0.00056,18,814.1,3478,4292.1,2592,3281.18,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2490' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,2828,"SECURITY OFFICER, SHERIFF",2,3585,0.00056,581,538.64,3478,4016.64,2592,3072.82,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=2828' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,3608,ENGINEERING AID III,2,3585,0.00056,24,1474.36,3478,4952.36,2592,3986.92,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=3608' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,4161,BUILDING PERMIT TECHNICIAN I,2,3585,0.00056,37,1064.92,3478,4542.92,2592,3660.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=4161' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,6619,GENERAL MAINTENANCE WORKER,2,3585,0.00056,145,824.56,3478,4302.56,2592,3289.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=6619' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,8670,"INVESTIGATOR AID, PROBATION",2,3585,0.00056,74,1354,3478,4832,2592,3891.1,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=8670' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,9151,WELFARE FRAUD INVESTIGATOR TRAINEE,2,3585,0.00056,19,1354,3478,4832,2592,3687.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=9151' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,712,"PROGRAM SPECIALIST I, AUDITOR/CONTROLLER",1,3585,0.00028,14,4298.74,3478,7776.74,2592,5929.36,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0712' target = '_blank' >View Description</a>
1138,INTERMEDIATE CLERK,913,STAFF ASSISTANT II,1,3585,0.00028,231,2096.64,3478,5574.64,2592,4250.28,<a href='https://www.governmentjobs.com/careers/lacounty/classspecs?&keywords=0913' target = '_blank' >View Description</a>
